event,id,symbol,direction,status,openedAt,closedAt,entryPrice,exitPrice,entryRef,entryMexcBid,entryMexcAsk,entryMexcBookSpreadPct,exitRef,exitMexcBid,exitMexcAsk,exitMexcBookSpreadPct,qtyUsd,qtyToken,depositAtEntry,allocationPct,depositAfterClose,dexAnchorAtEntry,dexAnchorAtExit,dexSnapshotAtEntry,dexSnapshotAtExit,entrySpreadPct,exitSpreadPct,grossPnlPct,netPnlPct,grossPnlUsd,netPnlUsd,holdMs,openReason,closeReason
CLOSE,7381650d-380a-4786-a087-158962560019,ANSEM_USDT,SHORT,CLOSED,2026-08-21T23:09:25.909Z,2026-08-21T23:24:27.101Z,0.293,0.2945,BID,0.293,0.294,0.341,ASK,0.293,0.2945,0.5106382978723409,30.45,103.90863481,101.4841,0.3,101.2917,0.2875,0.2886,1787353765347,1787354665802,1.877,1.5017,-0.5119,-0.6319,-0.1559,-0.1924,901192,MEXC above DEX anchor,timeout
OPEN,e1a17686-4088-4af8-86a1-46dcf3db3605,TOAD_USDT,LONG,OPEN,2026-08-21T23:30:23.231Z,,0.00727,,ASK,0.00725,0.00727,0.275,,,,,30.39,4179.85006878,101.2917,0.3,,0.007379,,1787355021962,,1.499,,,,,,,MEXC below DEX anchor,
CLOSE,e1a17686-4088-4af8-86a1-46dcf3db3605,TOAD_USDT,LONG,CLOSED,2026-08-21T23:30:23.231Z,2026-08-21T23:45:25.651Z,0.00727,0.00716,ASK,0.00725,0.00727,0.275,BID,0.00716,0.00725,1.2491325468424799,30.39,4179.85006878,101.2917,0.3,100.7954,0.007379,0.007179,1787355021962,1787355924358,1.499,-0.9793,-1.5131,-1.6331,-0.4598,-0.4963,902420,MEXC below DEX anchor,timeout
OPEN,3370fb74-2a23-465f-be21-f66e76615364,CATE_USDT,LONG,OPEN,2026-08-21T23:46:26.108Z,,0.055727,,ASK,0.055539,0.055727,0.338,,,,,30.24,542.62063273,100.7954,0.3,,0.05682,,1787355984383,,1.961,,,,,,,MEXC below DEX anchor,
CLOSE,3370fb74-2a23-465f-be21-f66e76615364,CATE_USDT,LONG,CLOSED,2026-08-21T23:46:26.108Z,2026-08-21T23:46:57.597Z,0.055727,0.0575,ASK,0.055539,0.055727,0.338,BID,0.0575,0.05774,0.4165220409579957,30.24,542.62063273,100.7954,0.3,101.7212,0.05682,0.05532,1787355984383,1787356016394,1.961,-4.1912,3.1816,3.0616,0.9621,0.9258,31489,MEXC below DEX anchor,mean_reverted_profit
OPEN,53e694cd-a7a8-4a38-a532-51c2252057cc,CATE_USDT,SHORT,OPEN,2026-08-21T23:47:31.811Z,,0.05713,,BID,0.05713,0.057286,0.273,,,,,30.52,534.15648521,101.7212,0.3,,0.05586,,1787356050406,,2.223,,,,,,,MEXC above DEX anchor,
CLOSE,53e694cd-a7a8-4a38-a532-51c2252057cc,CATE_USDT,SHORT,CLOSED,2026-08-21T23:47:31.811Z,2026-08-21T23:48:03.357Z,0.05713,0.05686,BID,0.05713,0.057286,0.273,ASK,0.056644,0.05686,0.38060332675500586,30.52,534.15648521,101.7212,0.3,101.8288,0.05586,0.0574,1787356050406,1787356082419,2.223,-1.3347,0.4726,0.3526,0.1442,0.1076,31546,MEXC above DEX anchor,mean_reverted_profit
OPEN,6878ddc1-a52c-4d0c-8b50-f57c7c8c32f4,JIMOTHY_USDT,LONG,OPEN,2026-08-21T23:51:25.550Z,,0.01316,,ASK,0.013125,0.01316,0.266,,,,,30.55,2321.32522796,101.8288,0.3,,0.01332,,1787356284515,,1.216,,,,,,,MEXC below DEX anchor,
CLOSE,6878ddc1-a52c-4d0c-8b50-f57c7c8c32f4,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T23:51:25.550Z,2026-08-21T23:52:02.472Z,0.01316,0.013212,ASK,0.013125,0.01316,0.266,BID,0.013212,0.013225,0.09834701365511106,30.55,2321.32522796,101.8288,0.3,101.9129,0.01332,0.01321,1787356284515,1787356318535,1.216,-0.1134,0.3951,0.2751,0.1207,0.0841,36922,MEXC below DEX anchor,mean_reverted_profit
OPEN,81703453-139b-4960-ac0d-acbdf452ea22,JIMOTHY_USDT,LONG,OPEN,2026-08-21T23:53:53.094Z,,0.01378,,ASK,0.01374,0.01378,0.291,,,,,30.57,2218.71335269,101.9129,0.3,,0.01402,,1787356432581,,1.742,,,,,,,MEXC below DEX anchor,
OPEN,0e279ff2-075e-449f-bb59-58d766f82e30,CATE_USDT,SHORT,OPEN,2026-08-21T23:54:03.908Z,,0.059108,,BID,0.059108,0.059202,0.159,,,,,30.57,517.25434797,101.9129,0.3,,0.05698,,1787356442581,,3.6,,,,,,,MEXC above DEX anchor,
CLOSE,0e279ff2-075e-449f-bb59-58d766f82e30,CATE_USDT,SHORT,CLOSED,2026-08-21T23:54:03.908Z,2026-08-21T23:54:19.585Z,0.059108,0.058262,BID,0.059108,0.059202,0.159,ASK,0.058265,0.058547,0.4828271068041031,30.57,517.25434797,101.9129,0.3,102.3137,0.05698,0.05844,1787356442581,1787356458587,3.6,-0.3004,1.4309,1.3109,0.4374,0.4008,15677,MEXC above DEX anchor,trailing_stop
CLOSE,81703453-139b-4960-ac0d-acbdf452ea22,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T23:53:53.094Z,2026-08-21T23:54:21.862Z,0.01378,0.013823,ASK,0.01374,0.01378,0.291,BID,0.013825,0.01384,0.10844026748598871,30.57,2218.71335269,101.9129,0.3,102.3728,0.01402,0.01403,1787356432581,1787356460589,1.742,1.3728,0.3132,0.1932,0.0958,0.0591,28768,MEXC below DEX anchor,trailing_stop
OPEN,83ae7918-d93f-4e7c-904a-e5538a0132ce,JIMOTHY_USDT,LONG,OPEN,2026-08-21T23:56:38.199Z,,0.01424,,ASK,0.01422,0.01424,0.141,,,,,30.71,2156.73033708,102.3728,0.3,,0.01446,,1787356596644,,1.545,,,,,,,MEXC below DEX anchor,
CLOSE,83ae7918-d93f-4e7c-904a-e5538a0132ce,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T23:56:38.199Z,2026-08-21T23:57:12.149Z,0.01424,0.01397,ASK,0.01422,0.01424,0.141,BID,0.013947,0.01398,0.23633043291438424,30.71,2156.73033708,102.3728,0.3,101.7537,0.01446,0.01449,1787356596644,1787356630659,1.545,3.6481,-1.896,-2.016,-0.5822,-0.6191,33950,MEXC below DEX anchor,stop_loss
OPEN,766ecd02-ec4a-4cf9-bd3d-c4de2118904b,CATE_USDT,SHORT,OPEN,2026-08-21T23:58:51.963Z,,0.058292,,BID,0.058292,0.05834,0.082,,,,,30.53,523.67580457,101.7537,0.3,,0.05751,,1787356730706,,1.342,,,,,,,MEXC above DEX anchor,
CLOSE,766ecd02-ec4a-4cf9-bd3d-c4de2118904b,CATE_USDT,SHORT,CLOSED,2026-08-21T23:58:51.963Z,2026-08-21T23:59:31.282Z,0.058292,0.05796,BID,0.058292,0.05834,0.082,ASK,0.057772,0.05796,0.3248885355822083,30.53,523.67580457,101.7537,0.3,101.8909,0.05751,0.05818,1787356730706,1787356771253,1.342,-0.7062,0.5695,0.4495,0.1739,0.1372,39319,MEXC above DEX anchor,mean_reverted_profit
OPEN,48b584d3-2bce-405c-ba58-420938ac9598,CATE_USDT,SHORT,OPEN,2026-08-22T00:03:40.915Z,,0.0584,,BID,0.0584,0.05855,0.257,,,,,30.57,523.41215753,101.8909,0.3,,0.05761,,1787357020859,,1.353,,,,,,,MEXC above DEX anchor,
CLOSE,48b584d3-2bce-405c-ba58-420938ac9598,CATE_USDT,SHORT,CLOSED,2026-08-22T00:03:40.915Z,2026-08-22T00:04:12.531Z,0.0584,0.05774,BID,0.0584,0.05855,0.257,ASK,0.0575,0.05774,0.4165220409579957,30.57,523.41215753,101.8909,0.3,102.1997,0.05761,0.05781,1787357020859,1787357050872,1.353,-0.5391,1.1301,1.0101,0.3455,0.3088,31616,MEXC above DEX anchor,mean_reverted_profit
OPEN,183d6386-028d-4afc-9c76-d40effe8e49d,CATE_USDT,SHORT,OPEN,2026-08-22T00:07:25.010Z,,0.059534,,BID,0.059534,0.05956,0.044,,,,,30.66,514.99832029,102.1997,0.3,,0.05719,,1787357244964,,3.937,,,,,,,MEXC above DEX anchor,
CLOSE,183d6386-028d-4afc-9c76-d40effe8e49d,CATE_USDT,SHORT,CLOSED,2026-08-22T00:07:25.010Z,2026-08-22T00:07:40.929Z,0.059534,0.060667,BID,0.059534,0.05956,0.044,ASK,0.06122,0.06142,0.3261578604044451,30.66,514.99832029,102.1997,0.3,101.5796,0.05719,0.05926,1787357244964,1787357258972,3.937,3.2016,-1.9025,-2.0225,-0.5833,-0.6201,15919,MEXC above DEX anchor,stop_loss
OPEN,2897ad0b-1a2c-4ba9-9e04-1ea2994fac41,ANSEM_USDT,SHORT,OPEN,2026-08-22T00:10:58.677Z,,0.288,,BID,0.288,0.289,0.347,,,,,30.47,105.81208333,101.5796,0.3,,0.2834,,1787357457078,,1.597,,,,,,,MEXC above DEX anchor,
OPEN,932ebb04-5047-4402-989d-d966b16c50f2,CATE_USDT,LONG,OPEN,2026-08-22T00:22:45.781Z,,0.06231,,ASK,0.0623,0.06231,0.016,,,,,30.47,489.0688493,101.5796,0.3,,0.06307,,1787358165419,,1.22,,,,,,,MEXC below DEX anchor,
CLOSE,932ebb04-5047-4402-989d-d966b16c50f2,CATE_USDT,LONG,CLOSED,2026-08-22T00:22:45.781Z,2026-08-22T00:23:24.744Z,0.06231,0.061127,ASK,0.0623,0.06231,0.016,BID,0.06115,0.06136,0.34282915680351794,30.47,489.0688493,101.5796,0.3,100.9644,0.06307,0.06227,1787358165419,1787358203436,1.22,1.4831,-1.8989,-2.0189,-0.5786,-0.6152,38963,MEXC below DEX anchor,stop_loss
CLOSE,2897ad0b-1a2c-4ba9-9e04-1ea2994fac41,ANSEM_USDT,SHORT,CLOSED,2026-08-22T00:10:58.677Z,2026-08-22T00:25:11.623Z,0.288,0.287145,BID,0.288,0.289,0.347,ASK,0.2856,0.287,0.4889975550122099,30.47,105.81208333,101.5796,0.3,101.0183,0.2834,0.2829,1787357457078,1787358311485,1.597,0.9454,0.2969,0.1769,0.0905,0.0539,852946,MEXC above DEX anchor,trailing_stop
OPEN,453e2f48-653e-4d22-b48c-bfb611328276,BASECAT_USDT,LONG,OPEN,2026-08-22T00:28:02.671Z,,0.03263,,ASK,0.03254,0.03263,0.276,,,,,30.31,928.76156911,101.0183,0.3,,0.03314,,1787358481591,,1.563,,,,,,,MEXC below DEX anchor,
CLOSE,453e2f48-653e-4d22-b48c-bfb611328276,BASECAT_USDT,LONG,CLOSED,2026-08-22T00:28:02.671Z,2026-08-22T00:28:10.637Z,0.03263,0.032011,ASK,0.03254,0.03263,0.276,BID,0.03185,0.03198,0.4073319755600758,30.31,928.76156911,101.0183,0.3,100.4069,0.03314,0.03314,1787358481591,1787358489593,1.563,3.6273,-1.8972,-2.0172,-0.575,-0.6114,7966,MEXC below DEX anchor,stop_loss
OPEN,8a4cca2e-0149-4647-9ba2-06b92382acea,JIMOTHY_USDT,LONG,OPEN,2026-08-22T00:37:39.457Z,,0.01316,,ASK,0.01314,0.01316,0.152,,,,,30.12,2288.91109422,100.4069,0.3,,0.0134,,1787359057834,,1.824,,,,,,,MEXC below DEX anchor,
CLOSE,8a4cca2e-0149-4647-9ba2-06b92382acea,JIMOTHY_USDT,LONG,CLOSED,2026-08-22T00:37:39.457Z,2026-08-22T00:39:08.798Z,0.01316,0.01322,ASK,0.01314,0.01316,0.152,BID,0.01322,0.01326,0.3021148036253653,30.12,2288.91109422,100.4069,0.3,100.5081,0.0134,0.01308,1787359057834,1787359147883,1.824,-1.3575,0.4559,0.3359,0.1373,0.1012,89341,MEXC below DEX anchor,mean_reverted_profit
OPEN,9a8c40d3-e887-47a7-b52f-d2f76b78da57,JIMOTHY_USDT,LONG,OPEN,2026-08-22T00:42:02.056Z,,0.01302,,ASK,0.012984,0.01302,0.277,,,,,30.15,2315.85483871,100.5081,0.3,,0.01318,,1787359321953,,1.229,,,,,,,MEXC below DEX anchor,
CLOSE,9a8c40d3-e887-47a7-b52f-d2f76b78da57,JIMOTHY_USDT,LONG,CLOSED,2026-08-22T00:42:02.056Z,2026-08-22T00:43:05.283Z,0.01302,0.012773,ASK,0.012984,0.01302,0.277,BID,0.012775,0.012787,0.09388936702918284,30.15,2315.85483871,100.5081,0.3,99.9004,0.01318,0.01309,1787359321953,1787359383975,1.229,2.3696,-1.8954,-2.0154,-0.5715,-0.6077,63227,MEXC below DEX anchor,stop_loss
OPEN,b9dc064f-f04a-481d-81d0-64475d5f1b41,ANSEM_USDT,SHORT,OPEN,2026-08-22T00:47:53.787Z,,0.2878,,BID,0.2878,0.288,0.069,,,,,29.97,104.1352328,99.9004,0.3,,0.2843,,1787359672108,,1.216,,,,,,,MEXC above DEX anchor,
OPEN,97fef02d-b9b3-4cff-853d-8828e5d7e653,TOAD_USDT,LONG,OPEN,2026-08-22T00:56:46.908Z,,0.007808,,ASK,0.007787,0.007808,0.269,,,,,29.97,3838.38627049,99.9004,0.3,,0.007911,,1787360206337,,1.319,,,,,,,MEXC below DEX anchor,
CLOSE,97fef02d-b9b3-4cff-853d-8828e5d7e653,TOAD_USDT,LONG,CLOSED,2026-08-22T00:56:46.908Z,2026-08-22T00:57:18.278Z,0.007808,0.007872,ASK,0.007787,0.007808,0.269,BID,0.007872,0.00795,0.9859689040576405,29.97,3838.38627049,99.9004,0.3,100.1101,0.007911,0.007908,1787360206337,1787360236351,1.319,-0.5283,0.8197,0.6997,0.2457,0.2097,31370,MEXC below DEX anchor,mean_reverted_profit
OPEN,fa145474-b314-4bde-9e5b-bad8563d8018,BEAT_USDT,LONG,OPEN,2026-08-22T01:01:42.351Z,,0.1787,,ASK,0.1786,0.1787,0.056,,,,,30.03,168.06396195,100.1101,0.3,,0.1812,,1787360500526,,1.399,,,,,,,MEXC below DEX anchor,
CLOSE,b9dc064f-f04a-481d-81d0-64475d5f1b41,ANSEM_USDT,SHORT,CLOSED,2026-08-22T00:47:53.787Z,2026-08-22T01:02:55.056Z,0.2878,0.2887,BID,0.2878,0.288,0.069,ASK,0.2878,0.2887,0.31222896790980464,29.97,104.1352328,99.9004,0.3,99.9804,0.2843,0.2844,1787359672108,1787360574511,1.216,1.1814,-0.3127,-0.4327,-0.0937,-0.1297,901269,MEXC above DEX anchor,timeout
CLOSE,fa145474-b314-4bde-9e5b-bad8563d8018,BEAT_USDT,LONG,CLOSED,2026-08-22T01:01:42.351Z,2026-08-22T01:03:08.490Z,0.1787,0.175308,ASK,0.1786,0.1787,0.056,BID,0.1742,0.1743,0.05738880918221907,30.03,168.06396195,100.1101,0.3,99.3743,0.1812,0.1784,1787360500526,1787360586566,1.399,2.3523,-1.8984,-2.0184,-0.5701,-0.6061,86139,MEXC below DEX anchor,stop_loss
OPEN,014745e2-a9f4-4117-929b-1d12ac3f12f0,JIMOTHY_USDT,LONG,OPEN,2026-08-22T01:03:55.202Z,,0.013231,,ASK,0.01322,0.013231,0.083,,,,,29.81,2253.21517648,99.3743,0.3,,0.01339,,1787360634543,,1.202,,,,,,,MEXC below DEX anchor,
CLOSE,014745e2-a9f4-4117-929b-1d12ac3f12f0,JIMOTHY_USDT,LONG,CLOSED,2026-08-22T01:03:55.202Z,2026-08-22T01:05:05.656Z,0.013231,0.013247,ASK,0.01322,0.013231,0.083,BID,0.01312,0.01315,0.22839741149600695,29.81,2253.21517648,99.3743,0.3,99.374,0.01339,0.0134,1787360634543,1787360702580,1.202,1.9011,0.119,-0.001,0.0355,-0.0003,70454,MEXC below DEX anchor,trailing_stop
OPEN,f348bcb2-562a-4b71-b54b-e98f13cd361f,JIMOTHY_USDT,LONG,OPEN,2026-08-22T01:06:29.147Z,,0.0131,,ASK,0.01306,0.0131,0.306,,,,,29.81,2275.74045802,99.374,0.3,,0.01342,,1787360788621,,2.443,,,,,,,MEXC below DEX anchor,
OPEN,38803c9c-a1ee-40b6-8be9-3f574dd209c6,ANSEM_USDT,SHORT,OPEN,2026-08-22T01:09:29.561Z,,0.2912,,BID,0.2912,0.292,0.274,,,,,29.81,102.37706044,99.374,0.3,,0.2852,,1787360968688,,2.06,,,,,,,MEXC above DEX anchor,
CLOSE,f348bcb2-562a-4b71-b54b-e98f13cd361f,JIMOTHY_USDT,LONG,CLOSED,2026-08-22T01:06:29.147Z,2026-08-22T01:17:33.070Z,0.0131,0.01316,ASK,0.01306,0.0131,0.306,BID,0.01316,0.0132,0.30349013657056223,29.81,2275.74045802,99.374,0.3,99.4748,0.01342,0.013,1787360788621,1787361452914,2.443,-1.5152,0.458,0.338,0.1365,0.1008,663923,MEXC below DEX anchor,mean_reverted_profit
OPEN,b793b0ea-6966-45e3-bef1-ff8ef1903ea6,JIMOTHY_USDT,LONG,OPEN,2026-08-22T01:21:46.396Z,,0.01324,,ASK,0.01322,0.01324,0.151,,,,,29.84,2253.96072508,99.4748,0.3,,0.01344,,1787361705048,,1.511,,,,,,,MEXC below DEX anchor,
CLOSE,38803c9c-a1ee-40b6-8be9-3f574dd209c6,ANSEM_USDT,SHORT,CLOSED,2026-08-22T01:09:29.561Z,2026-08-22T01:24:30.957Z,0.2912,0.2945,BID,0.2912,0.292,0.274,ASK,0.2935,0.2945,0.34013605442176903,29.81,102.37706044,99.374,0.3,99.1012,0.2852,0.2905,1787360968688,1787361869119,2.06,1.0221,-1.1332,-1.2532,-0.3378,-0.3736,901396,MEXC above DEX anchor,timeout
CLOSE,b793b0ea-6966-45e3-bef1-ff8ef1903ea6,JIMOTHY_USDT,LONG,CLOSED,2026-08-22T01:21:46.396Z,2026-08-22T01:27:36.851Z,0.01324,0.013267,ASK,0.01322,0.01324,0.151,BID,0.013183,0.01322,0.28027118130515905,29.84,2253.96072508,99.4748,0.3,99.1256,0.01344,0.01344,1787361705048,1787362055202,1.511,1.6641,0.2018,0.0818,0.0602,0.0244,350455,MEXC below DEX anchor,trailing_stop
OPEN,c5523186-ea68-48b4-b132-15235fa71adb,JIMOTHY_USDT,LONG,OPEN,2026-08-22T01:28:16.135Z,,0.01324,,ASK,0.013201,0.01324,0.295,,,,,29.74,2246.04833837,99.1256,0.3,,0.01343,,1787362095221,,1.435,,,,,,,MEXC below DEX anchor,
CLOSE,c5523186-ea68-48b4-b132-15235fa71adb,JIMOTHY_USDT,LONG,CLOSED,2026-08-22T01:28:16.135Z,2026-08-22T01:31:22.236Z,0.01324,0.013407,ASK,0.013201,0.01324,0.295,BID,0.01334,0.01338,0.2994011976047912,29.74,2246.04833837,99.1256,0.3,99.4641,0.01343,0.01353,1787362095221,1787362281321,1.435,1.1211,1.2582,1.1382,0.3742,0.3385,186101,MEXC below DEX anchor,trailing_stop
OPEN,56e02052-e349-4dd2-858f-09d3a8d39b61,JIMOTHY_USDT,LONG,OPEN,2026-08-22T01:32:25.201Z,,0.0134,,ASK,0.013375,0.0134,0.187,,,,,29.84,2226.80820896,99.4641,0.3,,0.01361,,1787362343343,,1.567,,,,,,,MEXC below DEX anchor,
CLOSE,56e02052-e349-4dd2-858f-09d3a8d39b61,JIMOTHY_USDT,LONG,CLOSED,2026-08-22T01:32:25.201Z,2026-08-22T01:32:43.555Z,0.0134,0.013427,ASK,0.013375,0.0134,0.187,BID,0.0134,0.01344,0.29806259314456107,29.84,2226.80820896,99.4641,0.3,99.4874,0.01361,0.01361,1787362343343,1787362363352,1.567,1.2649,0.1982,0.0782,0.0591,0.0233,18354,MEXC below DEX anchor,trailing_stop
OPEN,f21bcd10-1609-419d-9b10-3e203e233016,JIMOTHY_USDT,LONG,OPEN,2026-08-22T01:33:46.393Z,,0.0132,,ASK,0.01316,0.0132,0.303,,,,,29.85,2261.07727273,99.4874,0.3,,0.01353,,1787362425374,,2.5,,,,,,,MEXC below DEX anchor,
CLOSE,f21bcd10-1609-419d-9b10-3e203e233016,JIMOTHY_USDT,LONG,CLOSED,2026-08-22T01:33:46.393Z,2026-08-22T01:34:28.153Z,0.0132,0.012949,ASK,0.01316,0.0132,0.303,BID,0.01292,0.01296,0.3091190108191662,29.85,2261.07727273,99.4874,0.3,98.8841,0.01353,0.01337,1787362425374,1787362467389,2.5,3.1636,-1.9012,-2.0212,-0.5675,-0.6033,41760,MEXC below DEX anchor,stop_loss
OPEN,2f34086d-fe0a-4b7d-a4c2-d328545740dd,JIMOTHY_USDT,LONG,OPEN,2026-08-22T01:51:44.008Z,,0.01244,,ASK,0.0124,0.01244,0.322,,,,,29.67,2384.664791,98.8841,0.3,,0.01267,,1787363503856,,1.849,,,,,,,MEXC below DEX anchor,
CLOSE,2f34086d-fe0a-4b7d-a4c2-d328545740dd,JIMOTHY_USDT,LONG,CLOSED,2026-08-22T01:51:44.008Z,2026-08-22T01:53:10.195Z,0.01244,0.012204,ASK,0.0124,0.01244,0.322,BID,0.0122,0.012215,0.12287528158918197,29.67,2384.664791,98.8841,0.3,98.2851,0.01267,0.01242,1787363503856,1787363589911,1.849,1.6783,-1.8988,-2.0188,-0.5634,-0.599,86187,MEXC below DEX anchor,stop_loss
OPEN,4f4a4d3d-f8f8-43a2-8f4b-49fae68a7349,ZEN_USDT,SHORT,OPEN,2026-08-22T01:55:39.688Z,,5.54,,BID,5.54,5.541,0.018,,,,,29.49,5.32229783,98.2851,0.3,,5.47,,1787363738001,,1.264,,,,,,,MEXC above DEX anchor,
CLOSE,4f4a4d3d-f8f8-43a2-8f4b-49fae68a7349,ZEN_USDT,SHORT,CLOSED,2026-08-22T01:55:39.688Z,2026-08-22T02:03:08.823Z,5.54,5.64536,BID,5.54,5.541,0.018,ASK,5.655,5.656,0.017681902572707027,29.49,5.32229783,98.2851,0.3,97.6889,5.47,5.57,1787363738001,1787364188196,1.264,1.5031,-1.9018,-2.0218,-0.5608,-0.5962,449135,MEXC above DEX anchor,stop_loss
OPEN,5defba5d-02e4-41eb-bca3-4ae71f7b66ab,ICP_USDT,SHORT,OPEN,2026-08-22T02:19:10.143Z,,2.595,,BID,2.595,2.596,0.039,,,,,29.31,11.29351445,97.6889,0.3,,2.56,,1787365148668,,1.349,,,,,,,MEXC above DEX anchor,
CLOSE,5defba5d-02e4-41eb-bca3-4ae71f7b66ab,ICP_USDT,SHORT,CLOSED,2026-08-22T02:19:10.143Z,2026-08-22T02:34:10.518Z,2.595,2.619,BID,2.595,2.596,0.039,ASK,2.618,2.619,0.03818980332252564,29.31,11.29351445,97.6889,0.3,97.3827,2.56,2.61,1787365148668,1787366049095,1.349,0.3056,-0.9249,-1.0449,-0.2711,-0.3062,900375,MEXC above DEX anchor,timeout
OPEN,abb75808-17e9-4eed-8120-0c0a23a9d4fe,CATE_USDT,SHORT,OPEN,2026-08-22T02:37:40.158Z,,0.0634,,BID,0.0634,0.0635,0.158,,,,,29.21,460.80141956,97.3827,0.3,,0.06168,,1787366259148,,2.713,,,,,,,MEXC above DEX anchor,
OPEN,3d615bc5-8ab1-4eef-a8c7-868a1987748d,BASECAT_USDT,SHORT,OPEN,2026-08-22T02:37:40.207Z,,0.0361,,BID,0.0361,0.0362,0.277,,,,,29.21,809.27451524,97.3827,0.3,,0.03566,,1787366259177,,1.219,,,,,,,MEXC above DEX anchor,
CLOSE,abb75808-17e9-4eed-8120-0c0a23a9d4fe,CATE_USDT,SHORT,CLOSED,2026-08-22T02:37:40.158Z,2026-08-22T02:38:09.031Z,0.0634,0.063051,BID,0.0634,0.0635,0.158,ASK,0.062959,0.063104,0.23004370830456577,29.21,460.80141956,97.3827,0.3,97.5084,0.06168,0.06318,1787366259148,1787366287151,2.713,-0.351,0.5505,0.4305,0.1608,0.1257,28873,MEXC above DEX anchor,trailing_stop
CLOSE,3d615bc5-8ab1-4eef-a8c7-868a1987748d,BASECAT_USDT,SHORT,CLOSED,2026-08-22T02:37:40.207Z,2026-08-22T02:39:40.674Z,0.0361,0.036787,BID,0.0361,0.0362,0.277,ASK,0.0368,0.0369,0.2713704206241597,29.21,809.27451524,97.3827,0.3,96.9177,0.03566,0.03598,1787366259177,1787366379210,1.219,2.2283,-1.9024,-2.0224,-0.5557,-0.5907,120467,MEXC above DEX anchor,stop_loss
OPEN,c82cdf0a-9d36-43ae-a447-3d0e59dfbb5e,CATE_USDT,SHORT,OPEN,2026-08-22T02:45:36.532Z,,0.06296,,BID,0.06296,0.063,0.064,,,,,29.08,461.80606734,96.9177,0.3,,0.06161,,1787366735320,,2.144,,,,,,,MEXC above DEX anchor,
CLOSE,c82cdf0a-9d36-43ae-a447-3d0e59dfbb5e,CATE_USDT,SHORT,CLOSED,2026-08-22T02:45:36.532Z,2026-08-22T02:46:23.915Z,0.06296,0.0626,BID,0.06296,0.063,0.064,ASK,0.0625,0.0626,0.15987210231815008,29.08,461.80606734,96.9177,0.3,97.0491,0.06161,0.06235,1787366735320,1787366783339,2.144,0.24,0.5718,0.4518,0.1663,0.1314,47383,MEXC above DEX anchor,mean_reverted_profit
OPEN,033e6d86-2f50-4447-80ee-d1bb68244789,TOAD_USDT,SHORT,OPEN,2026-08-22T02:50:08.663Z,,0.008251,,BID,0.008251,0.008264,0.157,,,,,29.11,3528.63046903,97.0491,0.3,,0.00815,,1787367007444,,1.224,,,,,,,MEXC above DEX anchor,
CLOSE,033e6d86-2f50-4447-80ee-d1bb68244789,TOAD_USDT,SHORT,CLOSED,2026-08-22T02:50:08.663Z,2026-08-22T02:51:58.745Z,0.008251,0.008408,BID,0.008251,0.008264,0.157,ASK,0.0084,0.008471,0.8416809910497292,29.11,3528.63046903,97.0491,0.3,96.4589,0.00815,0.008195,1787367007444,1787367117495,1.224,2.4405,-1.9076,-2.0276,-0.5553,-0.5902,110082,MEXC above DEX anchor,stop_loss
OPEN,d73402a9-b891-4033-8c04-d6c90432d3f6,CATE_USDT,SHORT,OPEN,2026-08-22T02:51:58.911Z,,0.06298,,BID,0.06298,0.063,0.032,,,,,28.94,459.47395999,96.4589,0.3,,0.06097,,1787367117495,,3.191,,,,,,,MEXC above DEX anchor,
CLOSE,d73402a9-b891-4033-8c04-d6c90432d3f6,CATE_USDT,SHORT,CLOSED,2026-08-22T02:51:58.911Z,2026-08-22T02:52:43.656Z,0.06298,0.061652,BID,0.06298,0.063,0.032,ASK,0.061401,0.061652,0.4079542961163096,28.94,459.47395999,96.4589,0.3,97.0344,0.06097,0.06211,1787367117495,1787367163522,3.191,-1.1547,2.1086,1.9886,0.6102,0.5755,44745,MEXC above DEX anchor,mean_reverted_profit
OPEN,39d926b1-cf8b-4781-862d-7b1a2e636f37,CATE_USDT,SHORT,OPEN,2026-08-22T02:53:56.834Z,,0.06224,,BID,0.06224,0.06245,0.337,,,,,29.11,467.71079692,97.0344,0.3,,0.06147,,1787367235567,,1.237,,,,,,,MEXC above DEX anchor,
CLOSE,39d926b1-cf8b-4781-862d-7b1a2e636f37,CATE_USDT,SHORT,CLOSED,2026-08-22T02:53:56.834Z,2026-08-22T02:55:15.301Z,0.06224,0.062099,BID,0.06224,0.06245,0.337,ASK,0.061886,0.062099,0.34358995039723333,29.11,467.71079692,97.0344,0.3,97.0654,0.06147,0.06181,1787367235567,1787367313608,1.237,0.1228,0.2265,0.1065,0.0659,0.031,78467,MEXC above DEX anchor,mean_reverted_profit
OPEN,c4e00978-773e-4064-b023-d427340f3715,CATE_USDT,SHORT,OPEN,2026-08-22T02:56:39.106Z,,0.062715,,BID,0.062715,0.0628,0.135,,,,,29.12,464.31667065,97.0654,0.3,,0.06196,,1787367397641,,1.204,,,,,,,MEXC above DEX anchor,
